doc_id,casetype,casenames,input,output,fileName,announce_date,is_divorce,text_combined,input_processed,topic_label
수원지방법원-2016가단522586,civil,손해배상(기),"제3자가 타인의 부부공동생활에 개입하여 혼인관계를 파탄시키는 경우, 이에 대한 법적 책임은 어떻게 되나요?","제3자가 타인의 부부공동생활에 개입하여 혼인의 본질에 해당하는 부부공동생활을 방해하거나 파탄을 초래한 경우, 이는 불법행위를 구성하여 법적 책임을 질 수 있습니다. 법원은 제3자의 행위가 부부의 일방과 부정행위를 함으로써 배우자에게 정신적 고통을 가하였다고 판단되면, 그에 대한 위자료를 지급하도록 할 수 있습니다.",민사법_판결문_질의응답_13263.json,2016-11-29T09:00:00.000+09:00,1,"제3자가 타인의 부부공동생활에 개입하여 혼인관계를 파탄시키는 경우, 이에 대한 법적 책임은 어떻게 되나요? 제3자가 타인의 부부공동생활에 개입하여 혼인의 본질에 해당하는 부부공동생활을 방해하거나 파탄을 초래한 경우, 이는 불법행위를 구성하여 법적 책임을 질 수 있습니다. 법원은 제3자의 행위가 부부의 일방과 부정행위를 함으로써 배우자에게 정신적 고통을 가하였다고 판단되면, 그에 대한 위자료를 지급하도록 할 수 있습니다.",법적 부부 타인 관계 대한 책임 어떻다 개입 혼인 시키다 생활 파탄 제3자가,-1
수원지방법원성남지원-2019가단202817,civil,손해배상(기),"배우자가 있는 사람과 부정한 관계를 지속한 제3자에게 손해배상을 청구할 때, 법원이 위자료 액수를 결정하는 기준은 무엇인가요?","법원은 부정행위의 내용, 정도 및 기간, 혼인기간, 가족관계, 부정행위가 혼인관계에 미친 영향, 배우자가 부정행위를 알게 된 이후 보여준 태도 등 여러 사정을 종합적으로 고려하여 위자료 액수를 결정합니다. 예를 들어, 부정행위의 심각성과 그로 인한 혼인관계의 침해 정도 등을 주요 기준으로 삼아 손해배상의 액수를 정합니다.",민사법_판결문_질의응답_13349.json,2019-10-01T09:00:00.000+09:00,1,"배우자가 있는 사람과 부정한 관계를 지속한 제3자에게 손해배상을 청구할 때, 법원이 위자료 액수를 결정하는 기준은 무엇인가요? 법원은 부정행위의 내용, 정도 및 기간, 혼인기간, 가족관계, 부정행위가 혼인관계에 미친 영향, 배우자가 부정행위를 알게 된 이후 보여준 태도 등 여러 사정을 종합적으로 고려하여 위자료 액수를 결정합니다. 예를 들어, 부정행위의 심각성과 그로 인한 혼인관계의 침해 정도 등을 주요 기준으로 삼아 손해배상의 액수를 정합니다.",위자료 배우자 부정 액수 관계 기준 법원 사람과 청구 결정 지속 손해배상 제3자에게,-1
수원지방법원성남지원-2021가단246629,civil,손해배상(기),부부의 일방과 부정행위를 한 제3자가 불법행위로 인한 위자료 지급 의무를 면탈하기 위해 어떤 조건을 증명해야 하나요?,"부부의 일방과 부정행위를 한 제3자가 불법행위로 인한 위자료 지급 의무를 면탈하기는 어려운 편입니다. 이는 대법원 판례에 따라, 제3자가 부부 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해한 경우, 이는 불법행위가 성립되기 때문입니다. 다만, 제3자가 그 부정행위가 타인과의 혼인관계를 파탄시키는 데 기여하지 않았다는 것을 증명하는 등의 구체적인 사실관계를 통해 면책을 주장할 수는 있을 것입니다.",민사법_판결문_질의응답_13358.json,2022-06-17T09:00:00.000+09:00,1,"부부의 일방과 부정행위를 한 제3자가 불법행위로 인한 위자료 지급 의무를 면탈하기 위해 어떤 조건을 증명해야 하나요? 부부의 일방과 부정행위를 한 제3자가 불법행위로 인한 위자료 지급 의무를 면탈하기는 어려운 편입니다. 이는 대법원 판례에 따라, 제3자가 부부 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해한 경우, 이는 불법행위가 성립되기 때문입니다. 다만, 제3자가 그 부정행위가 타인과의 혼인관계를 파탄시키는 데 기여하지 않았다는 것을 증명하는 등의 구체적인 사실관계를 통해 면책을 주장할 수는 있을 것입니다.",위자료 부부 불법행위 의무 지급 부정행위 어떻다 일방 조건 증명 타다 인하다 하나요 제3자가 위해,-1
수원지방법원성남지원-2022가단252157,civil,손해배상(기),제3자가 결혼한 사람과 부정행위를 한 경우 위자료 액수는 어떻게 산정되나요?,"제3자가 결혼한 사람과 부정행위를 한 경우 위자료 액수는 여러 사정을 종합하여 산정됩니다. 예를 들어, 피해자와 배우자 간의 혼인기간, 부정행위의 내용, 정도 및 기간, 부정행위가 부부공동생활에 미친 영향, 피해자가 부정행위를 알게 된 경위 등이 고려됩니다. 이를 바탕으로 법원은 적절한 위자료 액수를 결정합니다.",민사법_판결문_질의응답_13360.json,2023-08-17T09:00:00.000+09:00,1,"제3자가 결혼한 사람과 부정행위를 한 경우 위자료 액수는 어떻게 산정되나요? 제3자가 결혼한 사람과 부정행위를 한 경우 위자료 액수는 여러 사정을 종합하여 산정됩니다. 예를 들어, 피해자와 배우자 간의 혼인기간, 부정행위의 내용, 정도 및 기간, 부정행위가 부부공동생활에 미친 영향, 피해자가 부정행위를 알게 된 경위 등이 고려됩니다. 이를 바탕으로 법원은 적절한 위자료 액수를 결정합니다.",위자료 액수 부정행위 결혼 어떻다 산정 사람과 제3자가,-1
의정부지방법원고양지원-2016가단77977,civil,손해배상(기),부부공동생활을 방해하는 경우 제3자의 책임은 어떻게 인정되나요?,"제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 제3자가 부부공동생활에 개입하여 그 파탄을 초래한 경우, 이는 부부공동생활에 대한 부정행위로 인정될 수 있으며, 그로 인해 정신적 고통을 겪은 배우자에게 위자료를 지급할 의무가 발생합니다. 이는 대법원 판례에 의하여 명확하게 인정된 바 있습니다.",민사법_판결문_질의응답_13486.json,2016-10-28T09:00:00.000+09:00,1,"부부공동생활을 방해하는 경우 제3자의 책임은 어떻게 인정되나요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 제3자가 부부공동생활에 개입하여 그 파탄을 초래한 경우, 이는 부부공동생활에 대한 부정행위로 인정될 수 있으며, 그로 인해 정신적 고통을 겪은 배우자에게 위자료를 지급할 의무가 발생합니다. 이는 대법원 판례에 의하여 명확하게 인정된 바 있습니다.",부부 제3자의 어떻다 인정 책임 생활 방해,-1
인천지방법원-2022가단251680,civil,손해배상(기),배우자의 부정행위에 대해 위자료 청구 시 어떤 요소들이 고려되나요?,"위자료 청구 시에는 배우자의 혼인 기간 및 상태, 부정행위의 기간과 정도, 부정행위를 인지하게 된 경위, 그리고 부정행위 이후의 정황 등 다양한 요소들이 고려됩니다. 이러한 사정을 종합적으로 참작하여 법원은 위자료 액수를 정하게 됩니다. 예를 들어, 부부 사이의 법률상 혼인 관계, 부정행위의 지속 기간과 빈도, 정신적 고통의 정도 등이 중요한 판단 요소가 됩니다.",민사법_판결문_질의응답_14027.json,2022-11-23T09:00:00.000+09:00,1,"배우자의 부정행위에 대해 위자료 청구 시 어떤 요소들이 고려되나요? 위자료 청구 시에는 배우자의 혼인 기간 및 상태, 부정행위의 기간과 정도, 부정행위를 인지하게 된 경위, 그리고 부정행위 이후의 정황 등 다양한 요소들이 고려됩니다. 이러한 사정을 종합적으로 참작하여 법원은 위자료 액수를 정하게 됩니다. 예를 들어, 부부 사이의 법률상 혼인 관계, 부정행위의 지속 기간과 빈도, 정신적 고통의 정도 등이 중요한 판단 요소가 됩니다.",위자료 배우자 부정행위 어떻다 고려 대해 청구 요소,-1
인천지방법원-2023가단258640,civil,손해배상(기),혼인관계에서 제3자의 불법행위에 대해 정신적 손해의 배상을 받을 수 있는 절차는 무엇인가요?,"정신적 손해의 배상을 받기 위해서는 부정행위로 인해 부부공동생활이 침해되었음을 입증하는 소송을 제기할 수 있습니다. 법원은 제3자의 불법행위로 인해 정신적 고통을 받은 배우자에게 위자료를 배상하도록 판결할 수 있습니다. 피해자는 증거 및 변론을 통해 자신의 손해를 입증해야 하며, 법원은 다방면의 사정을 고려하여 위자료 액수를 결정합니다.",민사법_판결문_질의응답_14033.json,2023-09-21T09:00:00.000+09:00,1,"혼인관계에서 제3자의 불법행위에 대해 정신적 손해의 배상을 받을 수 있는 절차는 무엇인가요? 정신적 손해의 배상을 받기 위해서는 부정행위로 인해 부부공동생활이 침해되었음을 입증하는 소송을 제기할 수 있습니다. 법원은 제3자의 불법행위로 인해 정신적 고통을 받은 배우자에게 위자료를 배상하도록 판결할 수 있습니다. 피해자는 증거 및 변론을 통해 자신의 손해를 입증해야 하며, 법원은 다방면의 사정을 고려하여 위자료 액수를 결정합니다.",불법행위 손해 배상 제3자의 관계 대해 혼인 정신 받다,-1
대구지방법원경주지원-2021가단10602,civil,손해배상(기),정신적 고통에 대한 위자료 청구 소송에서 피해자에게 필요한 증명 요소는 무엇인가요?,"정신적 고통에 대한 위자료 청구 소송에서 피해자는 제3자가 부부의 일방과 부정행위를 통해 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하였음을 증명해야 합니다. 또한 이러한 부정행위로 인해 피해자로서 정신적 고통을 받았음을 입증해야 합니다. 이를 위해 증언, 진술서, 통화기록 등의 증거자료를 제출할 수 있습니다.",민사법_판결문_질의응답_14466.json,2021-08-31T09:00:00.000+09:00,1,"정신적 고통에 대한 위자료 청구 소송에서 피해자에게 필요한 증명 요소는 무엇인가요? 정신적 고통에 대한 위자료 청구 소송에서 피해자는 제3자가 부부의 일방과 부정행위를 통해 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하였음을 증명해야 합니다. 또한 이러한 부정행위로 인해 피해자로서 정신적 고통을 받았음을 입증해야 합니다. 이를 위해 증언, 진술서, 통화기록 등의 증거자료를 제출할 수 있습니다.",위자료 필요하다 피해자 소송 대한 증명 고통 청구 정신 요소,-1
대전지방법원-2014가단218785,civil,손해배상(기),배우자 있는 자와 부정행위를 한 제3자가 배우자에게 불법행위를 구성한다고 인정되는 조건은 무엇인가요?,"배우자 있는 자와 부정행위를 하고, 이로 인해 그 자가 배우자와 동거를 그만두는 등 사실혼 관계가 파탄에 이르게 한 경우, 그 제3자는 배우자에 대하여 불법행위를 구성합니다. 이는 배우자와 사실혼 관계에 있는 자임을 알면서도 부정행위를 지속하여 사실혼 관계 파탄의 중요한 원인을 제공한 경우를 포함합니다.",민사법_판결문_질의응답_14533.json,2015-09-09T09:00:00.000+09:00,1,"배우자 있는 자와 부정행위를 한 제3자가 배우자에게 불법행위를 구성한다고 인정되는 조건은 무엇인가요? 배우자 있는 자와 부정행위를 하고, 이로 인해 그 자가 배우자와 동거를 그만두는 등 사실혼 관계가 파탄에 이르게 한 경우, 그 제3자는 배우자에 대하여 불법행위를 구성합니다. 이는 배우자와 사실혼 관계에 있는 자임을 알면서도 부정행위를 지속하여 사실혼 관계 파탄의 중요한 원인을 제공한 경우를 포함합니다.",불법행위 배우자 인정 부정행위 조건 구성 제3자가,-1
서울남부지방법원-2020가단211102,civil,손해배상(기),"부부 외의 제3자가 부정행위를 하는 경우, 법적으로 어떤 책임을 물을 수 있나요?","부부 외의 제3자가 일방과 부정행위를 하여 부부공동생활을 침해하거나 그 유지를 방해하는 행위는 원칙적으로 불법행위를 구성합니다. 대법원 판례에 따르면, 이는 혼인의 본질에 해당하는 부부공동생활을 방해하는 행위로 간주되며, 이를 통해 피해 배우자에게 정신적 고통을 가하는 것은 불법행위로 인정됩니다. 따라서 제3자는 피해 배우자에게 위자료 등의 금전적 배상을 해야 할 의무가 있습니다.",민사법_판결문_질의응답_14952.json,2020-08-12T09:00:00.000+09:00,1,"부부 외의 제3자가 부정행위를 하는 경우, 법적으로 어떤 책임을 물을 수 있나요? 부부 외의 제3자가 일방과 부정행위를 하여 부부공동생활을 침해하거나 그 유지를 방해하는 행위는 원칙적으로 불법행위를 구성합니다. 대법원 판례에 따르면, 이는 혼인의 본질에 해당하는 부부공동생활을 방해하는 행위로 간주되며, 이를 통해 피해 배우자에게 정신적 고통을 가하는 것은 불법행위로 인정됩니다. 따라서 제3자는 피해 배우자에게 위자료 등의 금전적 배상을 해야 할 의무가 있습니다.",부부 어떻다 부정행위 책임 법적 제3자가,-1
