input,output,announce_date,is_divorce,text_combined,topic_label,combined_processed,ngram_text,topic_probability,topic_name,super_category
"배우자가 불법행위로 인해 손해배상을 청구할 때, 위자료의 액수는 어떤 요소들을 고려하여 정해지나요?","위자료의 액수는 여러 가지 요소들을 종합적으로 고려하여 정해집니다. 예를 들어, 혼인 기간, 미성년 자녀 등 가족관계, 부정행위의 태양 및 기간, 부정행위가 밝혀진 이후의 정황, 부정행위가 배우자의 혼인관계 및 가족관계에 미친 영향, 사건 소 제기 전후의 정황 등이 반영됩니다. 이러한 요소들을 토대로 법원이 적절한 위자료 액수를 결정하게 됩니다.",2020-11-19T09:00:00.000+09:00,1,"배우자가 불법행위로 인해 손해배상을 청구할 때, 위자료의 액수는 어떤 요소들을 고려하여 정해지나요? 위자료의 액수는 여러 가지 요소들을 종합적으로 고려하여 정해집니다. 예를 들어, 혼인 기간, 미성년 자녀 등 가족관계, 부정행위의 태양 및 기간, 부정행위가 밝혀진 이후의 정황, 부정행위가 배우자의 혼인관계 및 가족관계에 미친 영향, 사건 소 제기 전후의 정황 등이 반영됩니다. 이러한 요소들을 토대로 법원이 적절한 위자료 액수를 결정하게 됩니다.",1,배우자 불법행위 손해배상 청구 위자료 액수 요소 고려 정해지다 여러 종합 혼인 기간 미성년 자녀 가족 관계 부정행위 태양 밝혀지다 정황 영향 사건 제기 전후 반영 토대 법원 결정,배우자 불법행위 손해배상_청구 위자료_액수 요소 고려 정해지다 여러 종합 혼인_기간 미성년 자녀 가족_관계 부정행위 태양 밝혀지다 정황 영향 사건 제기 전후 반영 토대 법원 결정,0.638759,법원의 판결 결정 시 종합적 고려사항,소송 절차·입증 책임
배우자가 있는 사람과 부정행위를 한 제3자가 주는 정신적 고통에 대해 배상 책임이 있는 경우는 어떤 상황인가요?,제3자가 배우자가 있는 사람과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 다른 배우자에게 정신적 고통을 주는 행위는 원칙적으로 불법행위를 구성합니다. 이러한 경우 제3자는 그로 인한 정신적 고통에 대해 위자료를 지급할 의무가 있습니다.,2020-12-22T09:00:00.000+09:00,1,배우자가 있는 사람과 부정행위를 한 제3자가 주는 정신적 고통에 대해 배상 책임이 있는 경우는 어떤 상황인가요? 제3자가 배우자가 있는 사람과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 다른 배우자에게 정신적 고통을 주는 행위는 원칙적으로 불법행위를 구성합니다. 이러한 경우 제3자는 그로 인한 정신적 고통에 대해 위자료를 지급할 의무가 있습니다.,5,배우자 부정행위 주다 정신 고통 대해 배상 책임 혼인 본질 해당 부부 생활 유지 방해 행위 원칙 불법행위 구성 그로 위자료 지급 의무 제3자가 제3자는,배우자 부정행위 주다 정신_고통 대해 배상 책임 혼인_본질 해당 부부 생활_유지 방해 행위_원칙 불법행위_구성 그로 위자료_지급 의무 제3자가_제3자는,0.9750178,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
부정행위로 인해 정신적 고통을 입은 배우자는 어떤 손해배상을 청구할 수 있나요?,"배우자가 부정행위로 인해 정신적 고통을 겪은 경우, 법적으로 위자료를 청구할 수 있습니다. 이는 불법행위로 인해 받은 정신적 고통에 대한 보상을 의미합니다.",2022-07-18T09:00:00.000+09:00,1,"부정행위로 인해 정신적 고통을 입은 배우자는 어떤 손해배상을 청구할 수 있나요? 배우자가 부정행위로 인해 정신적 고통을 겪은 경우, 법적으로 위자료를 청구할 수 있습니다. 이는 불법행위로 인해 받은 정신적 고통에 대한 보상을 의미합니다.",2,부정행위 정신 고통 입다 배우자 손해배상 청구 겪다 법적 위자료 불법행위 받다 보상 의미,부정행위 정신_고통 입다 배우자 손해배상_청구 겪다 법적 위자료 불법행위 받다 보상 의미,0.78213763,민법상 불법행위와 정신적 손해배상 (제750조),불법행위_책임
이혼 소송에서 위자료의 기준은 무엇인가요?,"이혼 소송에서 위자료는 당사자의 나이, 직업, 혼인 관계의 파탄 원인 등 다양한 요소를 고려하여 결정됩니다. 구체적으로는 혼인 파탄에 대한 책임 정도, 관계의 지속 기간, 경제적 사정 등을 종합적으로 판단하여 위자료 액수를 산정합니다.",2022-11-15T09:00:00.000+09:00,1,"이혼 소송에서 위자료의 기준은 무엇인가요? 이혼 소송에서 위자료는 당사자의 나이, 직업, 혼인 관계의 파탄 원인 등 다양한 요소를 고려하여 결정됩니다. 구체적으로는 혼인 파탄에 대한 책임 정도, 관계의 지속 기간, 경제적 사정 등을 종합적으로 판단하여 위자료 액수를 산정합니다.",8,소송 위자료 기준 당사자 나이 직업 혼인 관계 파탄 원인 요소 고려 결정 구체 책임 지속 기간 경제 사정 종합 액수 산정,소송 위자료 기준 당사자 나이 직업 혼인 관계_파탄 원인 요소 고려 결정 구체 책임 지속 기간 경제 사정_종합 액수 산정,0.46287003,위자료 액수 산정 시 고려 요소,위자료·정신적 손해배상
배우자의 부정행위로 인한 정신적 손해배상 청구에서 법원의 고려사항은 무엇인가요?,"배우자의 부정행위로 인한 정신적 손해배상 청구에서 법원은 부정행위의 내용과 경위, 그 정도 및 기간, 피해자와 배우자의 혼인기간 및 가족관계, 부정행위가 부부공동생활에 미친 영향, 부정행위 발각 이후의 정황 등을 종합적으로 고려합니다. 관련 판례에 따르면, 이러한 다양한 사정들을 종합하여 위자료의 액수가 결정됩니다.",2022-09-22T09:00:00.000+09:00,1,"배우자의 부정행위로 인한 정신적 손해배상 청구에서 법원의 고려사항은 무엇인가요? 배우자의 부정행위로 인한 정신적 손해배상 청구에서 법원은 부정행위의 내용과 경위, 그 정도 및 기간, 피해자와 배우자의 혼인기간 및 가족관계, 부정행위가 부부공동생활에 미친 영향, 부정행위 발각 이후의 정황 등을 종합적으로 고려합니다. 관련 판례에 따르면, 이러한 다양한 사정들을 종합하여 위자료의 액수가 결정됩니다.",1,배우자 부정행위 정신 손해배상 청구 법원 고려 사항 경위 기간 피해자 혼인 가족 관계 부부 생활 영향 발각 정황 종합 판례 사정 위자료 액수 결정,배우자 부정행위 정신 손해배상_청구 법원 고려 사항 경위 기간 피해자 혼인 가족_관계 부부 생활 영향 발각 정황 종합 판례 사정 위자료_액수 결정,0.7385601,법원의 판결 결정 시 종합적 고려사항,소송 절차·입증 책임
"부부 일방의 부정행위로 인해 상대 배우자가 정신적 고통을 입었을 때, 위자료의 금액은 어떻게 결정되나요?","위자료의 금액은 여러 가지 사정을 고려하여 결정됩니다. 예를 들어, 혼인 기간, 부정행위에 이르게 된 경위 및 부정행위의 내용과 기간, 부정행위가 가족관계에 미친 영향 등이 판단 요소로 고려됩니다. 이러한 다양한 사정을 종합적으로 참작하여 위자료의 금액이 산정됩니다.",2016-08-18T09:00:00.000+09:00,1,"부부 일방의 부정행위로 인해 상대 배우자가 정신적 고통을 입었을 때, 위자료의 금액은 어떻게 결정되나요? 위자료의 금액은 여러 가지 사정을 고려하여 결정됩니다. 예를 들어, 혼인 기간, 부정행위에 이르게 된 경위 및 부정행위의 내용과 기간, 부정행위가 가족관계에 미친 영향 등이 판단 요소로 고려됩니다. 이러한 다양한 사정을 종합적으로 참작하여 위자료의 금액이 산정됩니다.",1,부부 일방 부정행위 상대 배우자 정신 고통 입다 위자료 금액 결정 여러 사정 고려 혼인 기간 이르다 경위 가족 관계 영향 요소 종합 참작 산정,부부_일방 부정행위 상대 배우자 정신_고통 입다 위자료 금액 결정 여러_사정 고려 혼인_기간 이르다 경위 가족_관계 영향 요소 종합 참작 산정,0.5994831,법원의 판결 결정 시 종합적 고려사항,소송 절차·입증 책임
부부 일방의 특유재산이 재산분할의 대상이 되는 경우는 언제인가요?,"원칙적으로 부부 일방의 특유재산은 재산분할의 대상이 되지 않지만, 특유재산일지라도 다른 일방이 그 특유재산의 유지에 협력하였거나 그 증식에 기여하였다면 재산분할 대상이 될 수 있습니다. 예를 들어, 혼인 생활 중 상속받은 건물을 담보로 대출받아 그 자금을 가족의 생활비나 채무 상환 등에 사용하였다면, 그 특유재산도 재산분할의 대상이 될 수 있습니다.",2016-11-22T09:00:00.000+09:00,1,"부부 일방의 특유재산이 재산분할의 대상이 되는 경우는 언제인가요? 원칙적으로 부부 일방의 특유재산은 재산분할의 대상이 되지 않지만, 특유재산일지라도 다른 일방이 그 특유재산의 유지에 협력하였거나 그 증식에 기여하였다면 재산분할 대상이 될 수 있습니다. 예를 들어, 혼인 생활 중 상속받은 건물을 담보로 대출받아 그 자금을 가족의 생활비나 채무 상환 등에 사용하였다면, 그 특유재산도 재산분할의 대상이 될 수 있습니다.",4,부부 일방 특유재산 재산 분할 대상 원칙 일지 유지 협력 증식 기여 혼인 생활 상속 받다 건물 담보 대출받다 자금 가족 생활비 채무 상환 사용,부부_일방 특유재산 재산_분할 대상 원칙 일지 유지 협력 증식 기여 혼인 생활 상속 받다 건물 담보 대출받다 자금 가족 생활비 채무 상환 사용,0.49550563,민법상 재산분할 원칙과 채무 문제,위자료·정신적 손해배상
'혼인관계 해소에 따른 재산분할이 확정되었음을 전제로 채무의 존부 확인 및 불이행을 이유로 한 손해배상 청구'의 소송이 계속 중인 경우 본소 청구와 반소 청구의 이유는 어떻게 되나요?,'혼인관계 해소에 따른 재산분할'이 확정되었음을 전제로 한 본소 청구 및 반소 청구는 이유가 없습니다. 소극 재산에 관한 재산분할의 내용에 다툼이 있어 가사 소송에서 당사자의 재산분할 내용이 전체적으로 확정되어야 합니다.,2013-01-18T09:00:00.000+09:00,1,'혼인관계 해소에 따른 재산분할이 확정되었음을 전제로 채무의 존부 확인 및 불이행을 이유로 한 손해배상 청구'의 소송이 계속 중인 경우 본소 청구와 반소 청구의 이유는 어떻게 되나요? '혼인관계 해소에 따른 재산분할'이 확정되었음을 전제로 한 본소 청구 및 반소 청구는 이유가 없습니다. 소극 재산에 관한 재산분할의 내용에 다툼이 있어 가사 소송에서 당사자의 재산분할 내용이 전체적으로 확정되어야 합니다.,7,혼인 관계 해소 재산 분할 확정 전제 채무 존부 확인 이행 이유 손해배상 청구 소송 계속 중인 보다 반소 소극 다툼 가사 당사자 전체,혼인 관계 해소 재산_분할 확정 전제 채무 존부 확인 이행 이유 손해배상_청구 소송 계속 중인 보다 반소 소극 다툼 가사 당사자 전체,0.6856013,사실혼 관계의 성립 요건 및 법적 효력,사실혼·법적 효력
배우자와 제3자의 부정행위로 인해 발생한 정신적 고통에 대한 손해배상 청구의 법적 근거는 무엇인가요?,제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하고 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다(대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결 참조). 이에 따라 피해자는 가해자에 대해 정신적 고통에 대한 위자료를 청구할 수 있습니다.,2023-04-21T09:00:00.000+09:00,1,배우자와 제3자의 부정행위로 인해 발생한 정신적 고통에 대한 손해배상 청구의 법적 근거는 무엇인가요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하고 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다(대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결 참조). 이에 따라 피해자는 가해자에 대해 정신적 고통에 대한 위자료를 청구할 수 있습니다.,5,배우자 부정행위 정신 고통 손해배상 청구 법적 부부 일방 혼인 본질 해당 생활 침해 행위 원칙 불법행위 구성 대법원 선고 전원 합 판결 참조 피해자 가해자 대해 위자료 제3자의 제3자가,배우자 부정행위 정신_고통 손해배상_청구 법적 부부_일방 혼인_본질 해당 생활 침해 행위_원칙 불법행위_구성 대법원_선고 전원_합 판결_참조 피해자 가해자 대해 위자료 제3자의 제3자가,0.97885656,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
제3자가 타인의 부부공동생활을 방해하는 행위는 어떤 법률적 책임을 지나요?,"제3자가 타인의 부부공동생활에 개입하여 그 혼인의 본질에 해당하는 부부공동생활을 방해하면, 이는 원칙적으로 불법행위를 구성합니다. 대법원 판례에 따르면, 부부의 일방과 부정행위를 하여 혼인의 본질을 침해하거나 그 유지를 방해하여 배우자에게 정신적 고통을 가한 경우, 이는 불법행위로 간주되어 정신적 손해에 대한 위자료 배상 책임이 발생합니다.",2023-05-09T09:00:00.000+09:00,1,"제3자가 타인의 부부공동생활을 방해하는 행위는 어떤 법률적 책임을 지나요? 제3자가 타인의 부부공동생활에 개입하여 그 혼인의 본질에 해당하는 부부공동생활을 방해하면, 이는 원칙적으로 불법행위를 구성합니다. 대법원 판례에 따르면, 부부의 일방과 부정행위를 하여 혼인의 본질을 침해하거나 그 유지를 방해하여 배우자에게 정신적 고통을 가한 경우, 이는 불법행위로 간주되어 정신적 손해에 대한 위자료 배상 책임이 발생합니다.",5,타인 부부 생활 방해 행위 법률 책임 지나 개입 혼인 본질 해당 원칙 불법행위 구성 대법원 판례 일방 부정행위 유지 배우자 정신 고통 간주 손해 위자료 배상 제3자가,타인 부부 생활 방해 행위 법률 책임 지나 개입 혼인_본질 해당 원칙_불법행위 구성 대법원_판례 일방 부정행위 유지 배우자 정신_고통 간주 손해 위자료 배상 제3자가,0.8998654,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
"배우자가 다른 사람과 부정행위를 한 경우, 법적으로 인정받을 수 있는 위자료는 어느 정도인가요?","배우자가 다른 사람과 부정행위를 한 경우, 법적으로 인정받을 수 있는 위자료는 여러 요소를 고려하여 결정됩니다. 예를 들어, 혼인 기간, 부정행위의 내용과 기간 등을 종합적으로 참작하여 위자료를 2,000만 원으로 정하는 것이 상당할 수 있습니다.",2017-08-17T09:00:00.000+09:00,1,"배우자가 다른 사람과 부정행위를 한 경우, 법적으로 인정받을 수 있는 위자료는 어느 정도인가요? 배우자가 다른 사람과 부정행위를 한 경우, 법적으로 인정받을 수 있는 위자료는 여러 요소를 고려하여 결정됩니다. 예를 들어, 혼인 기간, 부정행위의 내용과 기간 등을 종합적으로 참작하여 위자료를 2,000만 원으로 정하는 것이 상당할 수 있습니다.",8,배우자 부정행위 법적 인정받다 위자료 여러 요소 고려 결정 혼인 기간 종합 참작,배우자 부정행위 법적 인정받다 위자료 여러 요소 고려 결정 혼인_기간 종합 참작,0.5779245,위자료 액수 산정 시 고려 요소,위자료·정신적 손해배상
배우자가 있는 사람과 부정행위를 한 경우 그로 인한 손해배상 책임 조건은 무엇인가요?,"배우자가 있는 사람과 부정행위를 한 경우 손해배상 책임을 부과하기 위해서는, ① 상대방이 그 사람이 이미 혼인한 상태임을 알고 있었음에도 불구하고 부정행위를 저질렀다는 사실, ② 그 부정행위로 인해 혼인 관계에 심각한 침해가 발생하였다는 사실이 입증되어야 합니다. 이러한 행위로 인해 혼인 관계에 심한 갈등이나 파괴가 일어나는 경우, 부정행위를 저지른 사람은 정신적 고통을 겪은 배우자에게 금전적 위자료를 지급할 의무가 있습니다.",2020-08-21T09:00:00.000+09:00,1,"배우자가 있는 사람과 부정행위를 한 경우 그로 인한 손해배상 책임 조건은 무엇인가요? 배우자가 있는 사람과 부정행위를 한 경우 손해배상 책임을 부과하기 위해서는, ① 상대방이 그 사람이 이미 혼인한 상태임을 알고 있었음에도 불구하고 부정행위를 저질렀다는 사실, ② 그 부정행위로 인해 혼인 관계에 심각한 침해가 발생하였다는 사실이 입증되어야 합니다. 이러한 행위로 인해 혼인 관계에 심한 갈등이나 파괴가 일어나는 경우, 부정행위를 저지른 사람은 정신적 고통을 겪은 배우자에게 금전적 위자료를 지급할 의무가 있습니다.",5,배우자 부정행위 그로 손해배상 책임 부 상대방 혼인 상태 불구 저지르다 관계 침해 입증 행위 갈등 파괴 일어나다 정신 고통 겪다 금전 위자료 지급 의무,배우자 부정행위 그로 손해배상_책임 부 상대방 혼인 상태 불구 저지르다 관계 침해 입증 행위 갈등 파괴 일어나다 정신_고통 겪다 금전 위자료_지급 의무,0.7427305,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
부부공동생활 파탄을 초래한 제3자의 행위에 대한 법률효력범위는 무엇인가요?,"부부공동생활 파탄을 초래한 제3자의 행위는 불법행위로 인정되며, 이에 따른 법적 책임으로서 손해배상을 청구받을 수 있습니다. 이러한 법률효력은 피해자로 하여금 정신적 고통에 대한 위자료를 청구할 수 있는 권리를 부여하며, 법원은 손해배상을 명령할 권한을 가집니다. 이는 제3자의 부정행위로 인한 부부 일방의 권리 침해를 보호하고, 공정한 손해 배상을 보장하기 위한 것입니다.",2016-06-24T09:00:00.000+09:00,1,"부부공동생활 파탄을 초래한 제3자의 행위에 대한 법률효력범위는 무엇인가요? 부부공동생활 파탄을 초래한 제3자의 행위는 불법행위로 인정되며, 이에 따른 법적 책임으로서 손해배상을 청구받을 수 있습니다. 이러한 법률효력은 피해자로 하여금 정신적 고통에 대한 위자료를 청구할 수 있는 권리를 부여하며, 법원은 손해배상을 명령할 권한을 가집니다. 이는 제3자의 부정행위로 인한 부부 일방의 권리 침해를 보호하고, 공정한 손해 배상을 보장하기 위한 것입니다.",5,부부 공동 생활 파탄 초래 행위 법률 범위 불법행위 법적 책임 손해배상 청구 받다 피해자 정신 고통 위자료 권리 부여 법원 명령 권한 부정행위 일방 침해 보호 손해 배상 보장 제3자의,부부 공동 생활 파탄_초래 행위 법률_범위 불법행위 법적_책임 손해배상_청구 받다 피해자 정신_고통 위자료 권리 부여 법원 명령 권한 부정행위 일방 침해 보호 손해_배상 보장 제3자의,0.4208418,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
"부정행위로 인한 정신적 손해를 금전적으로 보상받을 수 있는 경우, 그 위자료는 어떻게 산정되나요?","부정행위로 인한 정신적 손해를 금전으로 보상받기 위한 위자료는 혼인 기간, 미성년 자녀의 존재, 부정행위의 내용과 기간, 혼인 관계에 미친 영향, 부정행위가 발각된 이후의 상황 등 여러 사정을 종합적으로 고려하여 산정됩니다. 예를 들어, 한 사건에서는 위자료의 액수가 15,000,000원으로 정해졌습니다.",2020-11-18T09:00:00.000+09:00,1,"부정행위로 인한 정신적 손해를 금전적으로 보상받을 수 있는 경우, 그 위자료는 어떻게 산정되나요? 부정행위로 인한 정신적 손해를 금전으로 보상받기 위한 위자료는 혼인 기간, 미성년 자녀의 존재, 부정행위의 내용과 기간, 혼인 관계에 미친 영향, 부정행위가 발각된 이후의 상황 등 여러 사정을 종합적으로 고려하여 산정됩니다. 예를 들어, 한 사건에서는 위자료의 액수가 15,000,000원으로 정해졌습니다.",8,부정행위 정신 손해 금전 보상 받다 위자료 산정 혼인 기간 미성년 자녀 존재 관계 영향 발각 여러 사정 종합 고려 사건 액수 정해지다,부정행위 정신 손해 금전 보상 받다 위자료 산정 혼인_기간 미성년 자녀 존재 관계 영향 발각 여러_사정 종합_고려 사건 액수 정해지다,0.5128715,위자료 액수 산정 시 고려 요소,위자료·정신적 손해배상
"배우자와 혼인 중에 제3자가 부정행위를 저질렀을 경우, 배우자에게 위자료 청구가 가능한 조건은 무엇인가요?","배우자와 혼인 중에 제3자가 부정행위를 저질렀을 경우, 위자료 청구가 가능하기 위해서는 제3자가 배우자가 있는 사람임을 알면서도 부정행위를 저질렀다는 사실이 인정되어야 합니다. 또한, 그러한 부정행위로 인해 혼인관계가 침해되었거나 유지가 방해되었다는 점도 입증되어야 합니다.",2023-03-09T09:00:00.000+09:00,1,"배우자와 혼인 중에 제3자가 부정행위를 저질렀을 경우, 배우자에게 위자료 청구가 가능한 조건은 무엇인가요? 배우자와 혼인 중에 제3자가 부정행위를 저질렀을 경우, 위자료 청구가 가능하기 위해서는 제3자가 배우자가 있는 사람임을 알면서도 부정행위를 저질렀다는 사실이 인정되어야 합니다. 또한, 그러한 부정행위로 인해 혼인관계가 침해되었거나 유지가 방해되었다는 점도 입증되어야 합니다.",5,배우자 혼인 부정행위 저지르다 위자료 청구 알다 또한 관계 침해 유지 방해 점도 입증 제3자가,배우자 혼인 부정행위 저지르다 위자료_청구 알다 또한 관계 침해 유지_방해 점도 입증 제3자가,0.57610554,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
부정행위를 한 제3자가 위자료를 지급해야 하는 이유는 무엇인가요?,"부정행위를 한 제3자는 그 행위로 인해 부부공동생활을 침해하거나 유지를 방해하고, 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가했기 때문에 위자료를 지급할 의무가 있습니다. 이는 불법행위로 간주되어 피해자의 정신적 고통에 대한 배상책임을 부담하게 됩니다.",2020-11-26T09:00:00.000+09:00,1,"부정행위를 한 제3자가 위자료를 지급해야 하는 이유는 무엇인가요? 부정행위를 한 제3자는 그 행위로 인해 부부공동생활을 침해하거나 유지를 방해하고, 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가했기 때문에 위자료를 지급할 의무가 있습니다. 이는 불법행위로 간주되어 피해자의 정신적 고통에 대한 배상책임을 부담하게 됩니다.",5,부정행위 위자료 지급 이유 행위 부부 생활 유지 방해 배우자 로서 권리 침해 정신 고통 의무 불법행위 간주 피해자 배상 책임 부담 제3자가 제3자는,부정행위 위자료_지급 이유 행위 부부 생활_유지 방해 배우자 로서_권리 침해 정신_고통 의무 불법행위 간주 피해자 배상 책임 부담 제3자가_제3자는,0.8383443,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
부정행위로 인한 위자료 청구에서 당사자의 과거 행위나 메시지가 어떤 영향을 미치나요?,"부정행위로 인한 위자료 청구에서 당사자가 부부 관계가 회복할 수 없을 정도로 파탄에 이르지 않았음을 알았거나 알 수 있었던 경우, 그 행위나 메시지가 책임 판단에 영향을 미칩니다. 예를 들어, 부정행위 당사자가 부부 관계의 회복 가능성을 언급한 메시지를 보내면, 그 의도와 인식이 고의 또는 과실 여부 판단에 반영될 수 있습니다.",2019-11-08T09:00:00.000+09:00,1,"부정행위로 인한 위자료 청구에서 당사자의 과거 행위나 메시지가 어떤 영향을 미치나요? 부정행위로 인한 위자료 청구에서 당사자가 부부 관계가 회복할 수 없을 정도로 파탄에 이르지 않았음을 알았거나 알 수 있었던 경우, 그 행위나 메시지가 책임 판단에 영향을 미칩니다. 예를 들어, 부정행위 당사자가 부부 관계의 회복 가능성을 언급한 메시지를 보내면, 그 의도와 인식이 고의 또는 과실 여부 판단에 반영될 수 있습니다.",3,부정행위 위자료 청구 당사자 과거 행위 메시지 영향 미치나 부부 관계 파탄 이르다 알다 책임 회복 가능성 언급 보내다 의도 인식 고 과실 여부 반영,부정행위 위자료_청구 당사자 과거 행위 메시지 영향 미치나 부부 관계_파탄 이르다 알다 책임 회복 가능성 언급 보내다 의도 인식 고_과실 여부 반영,0.97284704,소송에서의 손해 및 피해 사실 입증 책임,소송 절차·입증 책임
배우자 외의 사람과의 부정행위에 대한 불법행위로 인한 위자료 배상액은 어떻게 산정되나요?,"위자료 배상액의 산정은 여러 사정을 고려하여 결정됩니다. 예를 들어, 혼인생활기간, 부정행위의 기간과 정도, 부정행위가 부부공동생활에 미친 영향, 부정행위자의 태도 등이 고려됩니다. 예를 들어, 대법원 판례에서는 부정행위로 인한 정신적 고통을 겪은 피해자에게 3,000,000원의 위자료를 배상하는 것이 적절하다고 판단한 사례가 있습니다.",2020-11-11T09:00:00.000+09:00,1,"배우자 외의 사람과의 부정행위에 대한 불법행위로 인한 위자료 배상액은 어떻게 산정되나요? 위자료 배상액의 산정은 여러 사정을 고려하여 결정됩니다. 예를 들어, 혼인생활기간, 부정행위의 기간과 정도, 부정행위가 부부공동생활에 미친 영향, 부정행위자의 태도 등이 고려됩니다. 예를 들어, 대법원 판례에서는 부정행위로 인한 정신적 고통을 겪은 피해자에게 3,000,000원의 위자료를 배상하는 것이 적절하다고 판단한 사례가 있습니다.",1,배우자 부정행위 불법행위 위자료 배상 산정 여러 사정 고려 결정 혼인 생활 기간 부부 영향 태도 대법원 판례 정신 고통 겪다 피해자 배상하 사례,배우자 부정행위 불법행위 위자료 배상 산정 여러_사정 고려 결정 혼인 생활 기간 부부 영향 태도 대법원_판례 정신_고통 겪다 피해자 배상하 사례,0.8923771,법원의 판결 결정 시 종합적 고려사항,소송 절차·입증 책임
"혼인관계가 파탄에 이르게 된 경우, 상대방의 부정행위로 인한 정신적 손해배상 책임이 인정되기 위한 요건은 무엇인가요?","혼인관계 파탄으로 인한 정신적 손해배상 책임이 인정되기 위해서는 부정행위를 한 당사자의 행위로 인해 혼인관계가 실제로 파탄에 이르렀음을 입증해야 합니다. 부정행위는 성관계를 포함한 부부의 정조의 의무에 반하는 행위로서, 이를 입증할 만한 객관적인 자료가 필요합니다. 단순한 호감 표시나 문자메시지 주고받기 등의 행위만으로는 부정행위로 인정되기 어렵습니다.",2021-06-10T09:00:00.000+09:00,1,"혼인관계가 파탄에 이르게 된 경우, 상대방의 부정행위로 인한 정신적 손해배상 책임이 인정되기 위한 요건은 무엇인가요? 혼인관계 파탄으로 인한 정신적 손해배상 책임이 인정되기 위해서는 부정행위를 한 당사자의 행위로 인해 혼인관계가 실제로 파탄에 이르렀음을 입증해야 합니다. 부정행위는 성관계를 포함한 부부의 정조의 의무에 반하는 행위로서, 이를 입증할 만한 객관적인 자료가 필요합니다. 단순한 호감 표시나 문자메시지 주고받기 등의 행위만으로는 부정행위로 인정되기 어렵습니다.",8,혼인 관계 파탄 이르다 상대방 부정행위 정신 손해배상 책임 당사자 행위 실제 이르렀음 입증 성관계 포함 부부 정조 의무 로서 객관 자료 호감 표시 문자메시지 주고받다,혼인 관계_파탄 이르다 상대방 부정행위 정신 손해배상_책임 당사자 행위 실제 이르렀음 입증 성관계 포함 부부 정조_의무 로서 객관 자료 호감 표시 문자메시지 주고받다,0.38382158,위자료 액수 산정 시 고려 요소,위자료·정신적 손해배상
"제3자가 타인의 부부공동생활에 개입하여 손해를 끼친 경우, 손해배상책임이 성립하는 조건은 무엇인가요?","제3자가 부부공동생활에 개입하여 혼인의 본질에 해당하는 부부공동생활을 방해하거나 파탄을 초래함으로써 배우자가 정신적 고통을 입은 경우, 원칙적으로 제3자는 불법행위에 대한 손해배상책임을 집니다. 이때 '부정행위'는 간통을 포함하며, 간통에 이르지 않더라도 부부의 정조 의무에 충실하지 않은 일체의 부정한 행위가 포함될 수 있습니다. 구체적 사안에 따라 그 정도와 상황을 참작하여 평가되며, 피해자는 정신적 고통에 대한 위자료를 청구할 수 있습니다.",2019-09-20T09:00:00.000+09:00,1,"제3자가 타인의 부부공동생활에 개입하여 손해를 끼친 경우, 손해배상책임이 성립하는 조건은 무엇인가요? 제3자가 부부공동생활에 개입하여 혼인의 본질에 해당하는 부부공동생활을 방해하거나 파탄을 초래함으로써 배우자가 정신적 고통을 입은 경우, 원칙적으로 제3자는 불법행위에 대한 손해배상책임을 집니다. 이때 '부정행위'는 간통을 포함하며, 간통에 이르지 않더라도 부부의 정조 의무에 충실하지 않은 일체의 부정한 행위가 포함될 수 있습니다. 구체적 사안에 따라 그 정도와 상황을 참작하여 평가되며, 피해자는 정신적 고통에 대한 위자료를 청구할 수 있습니다.",5,타인 부부 생활 개입 손해 끼치다 손해배상 책임 혼인 본질 해당 파탄 초래 배우자 정신 고통 입다 원칙 불법행위 지다 부정행위 간통 포함 이르다 정조 의무 일체 부정 행위 구체 사안 참작 평 피해자 위자료 청구 제3자가 제3자는,타인 부부 생활_개입 손해 끼치다 손해배상_책임 혼인_본질 해당 파탄_초래 배우자 정신_고통 입다 원칙_불법행위 지다 부정행위 간통_포함 이르다 정조_의무 일체_부정 행위 구체_사안 참작_평 피해자 위자료_청구 제3자가_제3자는,0.5177915,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
