announce_date,input,output,is_divorce,input_processed,text_combined,combined_processed,topic_label,topic_probability,topic_name
2019-12-20T09:00:00.000+09:00,이혼 시 재산분할이 사해행위로 인정되지 않기 위해 필요한 요건은 무엇인가요?,"이혼 시 재산분할이 사해행위로 인정되지 않기 위해서는 그 재산분할이 민법 제839조의2 제2항의 규정 취지에 따라 상당한 정도를 벗어나지 않는다는 점, 즉 재산분할이 과도하지 않다는 것을 증명해야 합니다. 이는 혼인 기간, 재산 형성 과정, 분할되는 재산의 가치 등을 종합적으로 고려하여 판단됩니다.",1,이혼 재산 분할 사해행위,"이혼 시 재산분할이 사해행위로 인정되지 않기 위해 필요한 요건은 무엇인가요? 이혼 시 재산분할이 사해행위로 인정되지 않기 위해서는 그 재산분할이 민법 제839조의2 제2항의 규정 취지에 따라 상당한 정도를 벗어나지 않는다는 점, 즉 재산분할이 과도하지 않다는 것을 증명해야 합니다. 이는 혼인 기간, 재산 형성 과정, 분할되는 재산의 가치 등을 종합적으로 고려하여 판단됩니다.",이혼 재산 분할 사해행위 민법 항 규정 취지 벗어나다 과도 이다 혼인 기간 형성 가치 종합 고려 제839조의 제2항의,8,0.8724999,이혼 시 금전 문제 (재산분할·양육비)
2022-05-24T09:00:00.000+09:00,혼인관계가 파탄 상태에 있을 때 제3자의 부정행위에 대한 책임 주장은 어떻게 됩니까?,"혼인관계가 이미 파탄 상태에 있었다고 주장하는 경우, 제3자의 부정행위가 불법행위에 해당하는지에 대한 판단이 필요합니다. 대법원은 제3자의 부정행위가 혼인파탄에 영향을 미쳤는지를 분석하며, 기존 혼인관계를 파탄 상태로 만들기 전 내지는 그로 인해 혼인관계 재건이 불가능한 상황이 아니었다면 여전히 책임이 인정될 수 있습니다. 즉, 제3자의 행동이 혼인관계의 파탄에 실질적으로 기여했음을 입증해야 합니다.",1,혼인 관계 파탄 상태 부정행위 책임 제3자의,"혼인관계가 파탄 상태에 있을 때 제3자의 부정행위에 대한 책임 주장은 어떻게 됩니까? 혼인관계가 이미 파탄 상태에 있었다고 주장하는 경우, 제3자의 부정행위가 불법행위에 해당하는지에 대한 판단이 필요합니다. 대법원은 제3자의 부정행위가 혼인파탄에 영향을 미쳤는지를 분석하며, 기존 혼인관계를 파탄 상태로 만들기 전 내지는 그로 인해 혼인관계 재건이 불가능한 상황이 아니었다면 여전히 책임이 인정될 수 있습니다. 즉, 제3자의 행동이 혼인관계의 파탄에 실질적으로 기여했음을 입증해야 합니다.",혼인 관계 파탄 상태 부정행위 책임 불법행위 해당 대법원 영향 분석 기존 만들기 내지 그로 재건 행동 실질 기여 입증 제3자의,7,0.5330855,혼인 파탄의 원인과 법적 책임
2022-10-27T09:00:00.000+09:00,이혼한 자의 부정행위가 배우자에게 미치는 법적 효과는 무엇인가요?,"부정행위로 인하여 발생하는 법적 효과는 불법행위 책임이 있습니다. 대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결에 따르면, 제3자가 부부공동생활을 방해함으로써 배우자의 권리를 침해하고 정신적 고통을 가하는 경우, 이는 원칙적으로 불법행위를 구성하며, 이에 따라 피해자는 손해배상을 청구할 수 있습니다.",1,이혼 자 부정행위 배우자 법적 효,"이혼한 자의 부정행위가 배우자에게 미치는 법적 효과는 무엇인가요? 부정행위로 인하여 발생하는 법적 효과는 불법행위 책임이 있습니다. 대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결에 따르면, 제3자가 부부공동생활을 방해함으로써 배우자의 권리를 침해하고 정신적 고통을 가하는 경우, 이는 원칙적으로 불법행위를 구성하며, 이에 따라 피해자는 손해배상을 청구할 수 있습니다.",이혼 자 부정행위 배우자 법적 효 불법행위 책임 대법원 선고 전원 합 판결 부부 생활 방해 권리 침해 정신 고통 가하다 이다 원칙 구성 피해자 손해배상 청구 제3자가,5,0.7602025,
2011-08-26T09:00:00.000+09:00,배우자가 이혼 소송 중일 때 부정행위를 한 경우 손해배상 책임은 어떻게 결정되나요?,"대법원 판결에 따르면, 이혼소송 중 모호한 상황에서 부정행위를 한 경우에도 이미 혼인관계가 파탄된 상태라면 부정행위가 혼인관계의 파탄을 직접 초래했다고 보기 어렵습니다. 따라서 그로 인한 손해배상 책임은 이혼 이전의 관계 상태 및 부정행위의 시점에 따라 차별적으로 적용됩니다.",1,배우자 이혼 소송 중일 부정행위 손해배상 책임 결정,"배우자가 이혼 소송 중일 때 부정행위를 한 경우 손해배상 책임은 어떻게 결정되나요? 대법원 판결에 따르면, 이혼소송 중 모호한 상황에서 부정행위를 한 경우에도 이미 혼인관계가 파탄된 상태라면 부정행위가 혼인관계의 파탄을 직접 초래했다고 보기 어렵습니다. 따라서 그로 인한 손해배상 책임은 이혼 이전의 관계 상태 및 부정행위의 시점에 따라 차별적으로 적용됩니다.",배우자 이혼 소송 중일 부정행위 손해배상 책임 결정 대법원 판결 이혼소송 혼인 관계 파탄 상태 라면 직접 초래 보기 따라서 그로 이전 시점 차별,0,0.6823707,위자료 및 손해배상 청구
2023-06-27T09:00:00.000+09:00,이혼 시 재산분할 합의의 효력 범위는 어디까지인가요?,"이혼 시 재산분할 합의의 효력 범위는, 합의한 재산분할 항목 및 금액에 대해서만 효력을 가지며, 합의서에 포함되지 않은 항목에 대해서는 추가적인 청구가 가능합니다. 다만, 위 합의서에 ‘재산분할 등 모든 재산상 청구를 포기한다’는 내용이 포함된 경우, 그 외 재산상 청구도 금지됩니다.",1,이혼 재산 분할 합 범위,"이혼 시 재산분할 합의의 효력 범위는 어디까지인가요? 이혼 시 재산분할 합의의 효력 범위는, 합의한 재산분할 항목 및 금액에 대해서만 효력을 가지며, 합의서에 포함되지 않은 항목에 대해서는 추가적인 청구가 가능합니다. 다만, 위 합의서에 ‘재산분할 등 모든 재산상 청구를 포기한다’는 내용이 포함된 경우, 그 외 재산상 청구도 금지됩니다.",이혼 재산 분할 합 범위 항목 금액 대해 가지 서다 포함 추 청구 다만 모든 포기 청구도 금지,8,0.45628202,이혼 시 금전 문제 (재산분할·양육비)
2020-07-08T09:00:00.000+09:00,"채무자가 이혼을 하며 재산을 양도하는 경우, 그 법적 효력의 범위는 어떻게 적용되나요?","채무자가 이혼하면서 재산을 양도할 때 그 법적 효력은 민법 제839조의2에 따라 상당한 정도의 재산분할이 이루어졌을 경우 일반 채권자에 대한 사해행위로 간주되지 않습니다. 하지만 이혼에 따른 재산분할이 과도하다고 판단될 경우, 채권자는 사해행위의 취소를 청구할 수 있는 법적 권리가 있습니다.",1,채무자 이혼 재산 양도 법적 범위,"채무자가 이혼을 하며 재산을 양도하는 경우, 그 법적 효력의 범위는 어떻게 적용되나요? 채무자가 이혼하면서 재산을 양도할 때 그 법적 효력은 민법 제839조의2에 따라 상당한 정도의 재산분할이 이루어졌을 경우 일반 채권자에 대한 사해행위로 간주되지 않습니다. 하지만 이혼에 따른 재산분할이 과도하다고 판단될 경우, 채권자는 사해행위의 취소를 청구할 수 있는 법적 권리가 있습니다.",채무자 이혼 재산 양도 법적 범위 민법 조 분할 이루어지다 일반 채권자 사해행위 간주 과도 취소 청구 권리 제839조의,4,0.91498107,부정행위의 법률적 근거
2020-09-10T09:00:00.000+09:00,부부의 보증채무가 이혼에 따른 재산분할에 포함될 수 있는 조건은 무엇인가요?,"부부의 보증채무가 재산분할에 포함될 수 있는 조건은, 주채무자의 무자력 등으로 인해 보증인이 실질적으로 종국적인 변제책임을 부담하게 되는 특별한 사정이 있는 경우입니다. 이는 대법원 판례에 의거하여, 물상보증인이 보증한 채무가 실질적으로 자신의 재산과 직결될 수 있는 경우에 해당합니다.",1,부부 보증채무 이혼 재산 분할 포함,"부부의 보증채무가 이혼에 따른 재산분할에 포함될 수 있는 조건은 무엇인가요? 부부의 보증채무가 재산분할에 포함될 수 있는 조건은, 주채무자의 무자력 등으로 인해 보증인이 실질적으로 종국적인 변제책임을 부담하게 되는 특별한 사정이 있는 경우입니다. 이는 대법원 판례에 의거하여, 물상보증인이 보증한 채무가 실질적으로 자신의 재산과 직결될 수 있는 경우에 해당합니다.",부부 보증채무 이혼 재산 분할 포함 채무자 무자력 보증인 실질 종국 변제 책임 부담 사정 이다 대법원 판례 의거 물상보증인 보증 채무 자신 직결 해당,8,0.45625013,이혼 시 금전 문제 (재산분할·양육비)
2019-12-17T09:00:00.000+09:00,이혼에 따른 재산분할에 있어서 사해행위의 판단 기준은 무엇인가요?,"이혼에 따른 재산분할이 사해행위로 판단되기 위해서는 민법 제839조의2 제2항에 따라 '상당한 정도를 벗어나는' 재산분할 여부를 입증해야 합니다. 현실적으로, 이혼 시 재산분할이 공동재산의 합당한 분배 범위 내에 있는지 평가하여야 하고, 초과 부분이 사해행위로 간주될 수 있습니다.",1,이혼 재산 분할 사해행위 기준,"이혼에 따른 재산분할에 있어서 사해행위의 판단 기준은 무엇인가요? 이혼에 따른 재산분할이 사해행위로 판단되기 위해서는 민법 제839조의2 제2항에 따라 '상당한 정도를 벗어나는' 재산분할 여부를 입증해야 합니다. 현실적으로, 이혼 시 재산분할이 공동재산의 합당한 분배 범위 내에 있는지 평가하여야 하고, 초과 부분이 사해행위로 간주될 수 있습니다.",이혼 재산 분할 사해행위 기준 민법 벗어나다 여부 입증 현실 합당 분배 범위 평 초 부분 간주 제839조의 제2항에,8,0.9008439,이혼 시 금전 문제 (재산분할·양육비)
2016-06-30T09:00:00.000+09:00,채무자가 이혼과 관련된 재산분할에서 손해배상 책임을 피하기 위한 조건은 무엇인가요?,"민법 제839조의2에 따르면, 재산분할이 이루어질 때 채무자가 채무초과 상태에 있더라도 그 재산분할이 상당한 정도를 벗어나지 않는 한 사해행위로 인정되지 않으며, 이를 입증할 책임은 채권자에게 있습니다. 즉, 채무자가 재산분할로 인해 공동담보가 감소되는 경우, 감소가 상당하다고 판단되기 위해서는 과도한 재산분할의 특별한 사정이 필요합니다.",1,채무자 이혼 재산 분할 손해배상 책임,"채무자가 이혼과 관련된 재산분할에서 손해배상 책임을 피하기 위한 조건은 무엇인가요? 민법 제839조의2에 따르면, 재산분할이 이루어질 때 채무자가 채무초과 상태에 있더라도 그 재산분할이 상당한 정도를 벗어나지 않는 한 사해행위로 인정되지 않으며, 이를 입증할 책임은 채권자에게 있습니다. 즉, 채무자가 재산분할로 인해 공동담보가 감소되는 경우, 감소가 상당하다고 판단되기 위해서는 과도한 재산분할의 특별한 사정이 필요합니다.",채무자 이혼 재산 분할 손해배상 책임 민법 조 이루어지다 채무 초 상태 벗어나다 사해행위 이르다 입증 채권자 담보 감소 과도 사정 제839조의,8,0.55535513,이혼 시 금전 문제 (재산분할·양육비)
2023-06-02T09:00:00.000+09:00,배우자가 사망한 경우에도 제3자가 혼인관계에 미친 영향을 이유로 불법행위로 손해배상을 청구할 수 있나요?,배우자가 사망한 경우에도 제3자가 혼인관계에 미친 영향을 이유로 손해배상을 청구할 수 있습니다. 그러나 부부가 이미 혼인관계가 회복할 수 없을 정도로 파탄된 상태였다면 제3자의 행위는 부부공동생활을 침해하는 행위로 보기 어렵습니다. 따라서 이러한 경우 손해배상 청구가 인정되기 어려울 수 있습니다.,1,배우자 사망 혼인 관계 영향 이유 불법행위 손해배상 청구 제3자가,배우자가 사망한 경우에도 제3자가 혼인관계에 미친 영향을 이유로 불법행위로 손해배상을 청구할 수 있나요? 배우자가 사망한 경우에도 제3자가 혼인관계에 미친 영향을 이유로 손해배상을 청구할 수 있습니다. 그러나 부부가 이미 혼인관계가 회복할 수 없을 정도로 파탄된 상태였다면 제3자의 행위는 부부공동생활을 침해하는 행위로 보기 어렵습니다. 따라서 이러한 경우 손해배상 청구가 인정되기 어려울 수 있습니다.,배우자 사망 혼인 관계 영향 이유 불법행위 손해배상 청구 부부 파탄 상태 이다 행위 생활 침해 보기 따라서 어리다 제3자가 제3자의,7,0.5707576,혼인 파탄의 원인과 법적 책임
2022-06-16T09:00:00.000+09:00,부정행위를 판단할 때 고려해야 할 요소는 무엇인가요?,"부정행위를 판단할 때는 여러 요소를 종합적으로 고려해야 합니다. 예를 들어, 상대방과의 직접적인 접촉, 친밀한 대화나 메시지의 주고받음, 의심스러운 행동이나 발언 등의 상황이 포함될 수 있습니다. 각 요소가 단독으로는 충분치 않아도, 전체적인 상황을 감안하여 부정행위를 추정할 수 있습니다.",1,부정행위 고려 요소,"부정행위를 판단할 때 고려해야 할 요소는 무엇인가요? 부정행위를 판단할 때는 여러 요소를 종합적으로 고려해야 합니다. 예를 들어, 상대방과의 직접적인 접촉, 친밀한 대화나 메시지의 주고받음, 의심스러운 행동이나 발언 등의 상황이 포함될 수 있습니다. 각 요소가 단독으로는 충분치 않아도, 전체적인 상황을 감안하여 부정행위를 추정할 수 있습니다.",부정행위 고려 요소 여러 종합 들다 상대방 직접 접촉 대화 메시지 주고받다 행동 발언 포함 단독 충분 전체 감안 추정,7,0.8726061,혼인 파탄의 원인과 법적 책임
2020-08-19T09:00:00.000+09:00,일상가사의 범위 내에서 발생한 금전채무를 배우자에게 물릴 수 있는 법적 근거는 무엇인가요?,"민법 제137조에 따르면, 일상가사의 범위 내에서 발생한 금전채무는 배우자가 공동으로 청구를 받을 수 있습니다. 이는 부부 공동체 유지를 위해 발생한 채무를 공동으로 변제해야 한다는 의미입니다.",1,일상 가사 범위 금전 채무 배우자 물리다 법적,"일상가사의 범위 내에서 발생한 금전채무를 배우자에게 물릴 수 있는 법적 근거는 무엇인가요? 민법 제137조에 따르면, 일상가사의 범위 내에서 발생한 금전채무는 배우자가 공동으로 청구를 받을 수 있습니다. 이는 부부 공동체 유지를 위해 발생한 채무를 공동으로 변제해야 한다는 의미입니다.",일상 가사 범위 금전 채무 배우자 물리다 법적 민법 공동 청구 받다 이다 부부 공동체 유지 변제 의미 제137조에,5,0.8761139,
2022-03-29T09:00:00.000+09:00,부정한 행위가 부부의 정조의무를 충실하지 않는 것으로 평가되는 구체적인 기준은 무엇인가요?,"부정한 행위는 간통을 포함한 넓은 개념으로, 부부의 정조의무에 충실하지 않는 일체의 행위를 포함합니다. 구체적인 기준은 사안별로 그 정도와 상황을 참작하여 평가되며, 예를 들어 연인들이 주고받는 다정한 언어나 단기간 동안의 동반투숙 등의 행위가 포함될 수 있습니다.",1,부정 행위 부부 정조 의무 평 구체 기준,"부정한 행위가 부부의 정조의무를 충실하지 않는 것으로 평가되는 구체적인 기준은 무엇인가요? 부정한 행위는 간통을 포함한 넓은 개념으로, 부부의 정조의무에 충실하지 않는 일체의 행위를 포함합니다. 구체적인 기준은 사안별로 그 정도와 상황을 참작하여 평가되며, 예를 들어 연인들이 주고받는 다정한 언어나 단기간 동안의 동반투숙 등의 행위가 포함될 수 있습니다.",부정 행위 부부 정조 의무 평 구체 기준 간통 포함 개념 일체 사안 별로 참작 들다 연인 주고받다 언어 단기간 동안 동반 투숙,1,0.9308616,혼인 파탄의 원인과 법적 책임
